instance_id,repo,language,mech_class,mech_category,mech_confidence,mech_secondary,mech_why,mech_risk,behavior_prior,prior_why,prior_confidence,realized_label,realized_mix,realized_source,ps_chars,ps_has_traceback,ps_has_repro,hints_chars,patch_files,patch_hunks,patch_add,patch_del,patch_exts,test_files,test_hunks,test_add,n_f2p,n_p2p,touches_header,touches_build,touches_core
projectlombok__lombok-2792,projectlombok/lombok,Java,J,J.L,high,B,"mech J; scope=301 (f2p1+p2p300) rank 12/17 -> L, far from any boundary (35 -> 301 gap). ps=2521 + repro. pf1/ph1/pa1 = a ONE-LINE gold patch against 300 regression tests, the extreme of the 'patch size does not predict CPU' point.",low,T,heavy verify set (1+300 tests),"low (1/10 vs realized labels, report 17)",,,,2521,0,1,0,1,1,1,1,.java,3,6,31,1,300,0,0,1
projectlombok__lombok-3009,projectlombok/lombok,Java,J,J.L,high,B,"mech J; scope=323 (f2p1+p2p322) rank 16/17 -> L. ps=756 (no W-READ) and READ: gives lombok.config contents, a record Foo() reproducer, the exact javac error string and F2P javac-FieldDefaultsViaConfigOnRecord.java(TestWithDelombok) -> maximally concrete. No W-LOWLEV, no W-BIGDIFF (pf2/ph2/pa4), no W-CONFOUND. Cleanest high-scope Java row in the corpus.",low,T,heavy verify set (1+322 tests),"low (1/10 vs realized labels, report 17)",,,,756,0,1,0,2,2,4,0,.java,3,3,20,1,322,0,0,1
projectlombok__lombok-3042,projectlombok/lombok,Java,J,J.L,high,B,mech J; scope=302 (f2p1+p2p301) rank 13/17 -> L. ps=2701 + traceback + repro + hints=44. tf=10/th=16/ta=169 = broadest test_patch among the high-scope lombok rows. pf2/ph2/pa7 -> no W-BIGDIFF.,low,T,heavy verify set (1+301 tests),"low (1/10 vs realized labels, report 17)",,,,2701,1,1,44,2,2,7,4,.java,10,16,169,1,301,0,0,1
projectlombok__lombok-3052,projectlombok/lombok,Java,J,J.L,high,B,mech J; scope=304 (f2p2+p2p302) rank 14/17 -> L. ps=1450 + repro + hints=516. ta=391 = largest test_add in Java. pf2/ph4/pa14 -> no W-BIGDIFF.,low,T,heavy verify set (2+302 tests),"low (1/10 vs realized labels, report 17)",,,,1450,0,1,516,2,4,14,7,.java,6,6,391,2,302,0,0,1
projectlombok__lombok-3215,projectlombok/lombok,Java,J,J.L,high,B,"mech J; scope=312 (f2p1+p2p311) rank 15/17 -> L. ps=723 (above the 600 W-READ line, no read required) and I read it anyway alongside 3009: names @SuperBuilder, gives the exact compiler error and a minimal reproducer -> concrete. hints=1633. Strong L runner-up.",low,T,heavy verify set (1+311 tests),"low (1/10 vs realized labels, report 17)",,,,723,0,1,1633,2,3,37,4,.java,3,3,93,1,311,0,0,1
projectlombok__lombok-3312,projectlombok/lombok,Java,J,J.M,medium,B,"mech J; scope=9 (f2p1+p2p8) rank 10/17 -> M. ps=965 + repro, pf1/ph1/pa2 = minimal gold patch, tf=3/th=3/ta=45. No W-LOWLEV, no W-BIGDIFF.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,965,0,1,0,1,1,2,1,.java,3,3,45,1,8,0,0,1
projectlombok__lombok-3326,projectlombok/lombok,Java,J,J.M,medium,B,"mech J; scope=5 (f2p1+p2p4) = lombok median, rank 9/17 -> M, no W-LOWLEV. ps=7463 = longest lombok statement, so lowest degeneracy risk in the M tier. pf2/ph2/pa6.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,7463,0,1,0,2,2,6,2,.java,3,3,60,1,4,0,0,1
projectlombok__lombok-3350,projectlombok/lombok,Java,J,J.S,low,B,"mech J; scope=3 rank 5/17 -> S but it sits EXACTLY on the S/M boundary inside the five-row scope-3 block, its side decided only by th=5 vs 3674's th=8. W-LOWLEV, W-BIGDIFF (pf=4, .html+.java). ps=1263 + hints=1052.",low,E,large fix (4f/7h/8+),"low (1/10 vs realized labels, report 17)",,,,1263,0,1,1052,4,7,8,4,.html .java,5,5,133,1,2,0,0,1
projectlombok__lombok-3371,projectlombok/lombok,Java,J,J.M,medium,B,"mech J; scope=3 rank 7/17 -> M, top of the scope-3 block by th=14. W-LOWLEV. tf=15 = broadest test_patch in Java; pf2/ph7/pa41 just misses W-BIGDIFF. ps=1334 + hints=235.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1334,0,1,235,2,7,41,52,.java,15,14,69,1,2,0,0,1
projectlombok__lombok-3422,projectlombok/lombok,Java,J,J.S,medium,B,"mech J; scope=2 (f2p1+p2p1) rank 2/17 -> S, ranked above 3602 by th=7>3. W-LOWLEV. tf=8/th=7/ta=52 = broad test_patch on a 3-line gold patch (pf1/ph2/pa3, no W-BIGDIFF). ps=1463.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1463,0,1,0,1,2,3,0,.java,8,7,52,1,1,0,0,1
projectlombok__lombok-3479,projectlombok/lombok,Java,J,J.S,medium,B,"mech J; scope=3 rank 3/17 -> S, mid-S. W-LOWLEV (3 < lombok median 5). ps=852 + repro, pf2/ph2/pa14 -> no W-BIGDIFF.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,852,0,1,0,2,2,14,4,.java,3,3,46,1,2,0,0,1
projectlombok__lombok-3486,projectlombok/lombok,Java,J,J.L,high,B,"mech J; scope=329 (f2p1+p2p328) = Java MAXIMUM, rank 17/17 -> L. W-READ fired (ps=198) and I READ it: '@SuperBuilder does not generate Javadoc ... with @Builder the javadoc is correctly generated', F2P javac-SuperBuilderJavadoc.java(TestWithDelombok) -> it does name a concrete API, a concrete contrast and a concrete failing test, so per STEP 2a it is NOT downgraded to X-DEGEN. But it is a bare feature-gap wish with no code block and no file path, so leave the loop guard to earn its keep. Also W-BIGDIFF (pf=6/ph=9) and hints=513.","medium — thinnest Java problem statement (198 chars); risk is action-degeneracy / E7, not fence size.",E,large fix (6f/9h/30+),"low (1/10 vs realized labels, report 17)",,,,198,0,0,513,6,9,30,19,.java,3,3,250,1,328,0,0,1
projectlombok__lombok-3571,projectlombok/lombok,Java,J,J.M,medium,B,mech J; scope=4 (f2p2+p2p2) rank 8/17 -> M. W-LOWLEV (4 < median 5). W-BIGDIFF (pf=4). tf=10/th=9/ta=220. ps=928 + repro.,low,E,large fix (4f/5h/6+),"low (1/10 vs realized labels, report 17)",,,,928,0,1,0,4,5,6,6,.java,10,9,220,2,2,0,0,1
projectlombok__lombok-3594,projectlombok/lombok,Java,J,J.S,medium,B,"mech J; scope=3 rank 4/17 -> S, ordered above 3479 by ta=242>46 at equal th=3. W-LOWLEV. ps=2988 + repro + hints=221, pf1/ph1/pa2 = a 2-line gold patch against a 242-line test_patch.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2988,0,1,221,1,1,2,0,.java,3,3,242,1,2,0,0,1
projectlombok__lombok-3602,projectlombok/lombok,Java,J,J.S,medium,B,"mech J; lombok spread 2-329 = 164.5x, no W-NOLEV. scope=2 (f2p2+p2p0) = repo min, rank 1/17 -> S (ordered below 3422 by th=3<7). W-LOWLEV, W-BIGDIFF (pf=4/ph=5). ps=4917 = best-specified S row. Secondary B because lombok's F2P entries are javac-<X>.java(lombok.transform.TestWithDelombok), i.e. each 'test' is a javac run with the annotation processor, so the runner IS a compiler.","low on the class-J prior, but this is deliberately the row that TESTS that prior — see why.",E,large fix (4f/5h/8+),"low (1/10 vs realized labels, report 17)",,,,4917,0,1,0,4,5,8,3,.java,2,3,42,2,0,0,0,1
projectlombok__lombok-3674,projectlombok/lombok,Java,J,J.M,low,B,mech J; scope=3 rank 6/17 -> M solely because th=8 outranks 3350's th=5 across the tercile boundary; identical scope to four S-labelled lombok rows. W-LOWLEV (3<5). ps=3631 + repro + hints=451.,low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3631,0,1,451,2,6,14,6,.java,6,8,59,2,1,0,0,1
projectlombok__lombok-3697,projectlombok/lombok,Java,J,J.M,medium,B,"mech J; scope=35 (f2p1+p2p34) rank 11/17 -> M, top of the M tercile and immediately below the M/L boundary. Tier is structurally awkward: 35 is the ONLY lombok value between the 2-9 cluster and the 301-329 cluster (8.6x above the next M, 8.6x below the lowest L), so lombok's middle tercile is an artifact of a bimodal distribution. ps=1050 + hints=422, ta=234.",low,T,heavy verify set (1+34 tests),"low (1/10 vs realized labels, report 17)",,,,1050,0,1,422,2,5,6,1,.java .markdown,3,3,234,1,34,0,0,1
reactivex__rxjava-7597,reactivex/rxjava,Java,J,J.F,high,,"mech J; rxjava has exactly ONE instance in the corpus, so max/min = 57/57 = 1x < 3 -> W-NOLEV -> tier F by the rule as written. scope=57 (f2p1+p2p56) = the highest F-tier scope in Java. ps=4032 + traceback + repro + hints=286 = the best-specified Java row overall. No W-LOWLEV, no W-BIGDIFF, no W-CONFOUND (1/43).",low fence risk; but structurally unable to support any within-repo contrast (n=1).,T,heavy verify set (1+56 tests),"low (1/10 vs realized labels, report 17)",,,,4032,1,1,286,1,1,3,2,.java,2,2,30,1,56,0,0,1
axios__axios-4731,axios/axios,JavaScript,N,N,high,X-SMALL (STEP 1c),repo=axios/axios -> N. scope = 1 f2p + 1 p2p = 2 < 20 -> X-SMALL. ps_chars=1445 is fine; the test scope is the blocker.,X-SMALL / reject pre-flight — scope 2 < 20 (R2).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1445,0,1,833,1,1,3,0,.js,1,1,30,1,1,0,0,0
axios__axios-4738,axios/axios,JavaScript,N,N,high,X-SMALL (STEP 1c),"repo=axios/axios -> N. scope = 1 f2p + 3 p2p = 4 < 20 -> X-SMALL despite a healthy ps_chars=2264. Zero-intercept mechanism, so 4 tests cannot build a measurable fence.","X-SMALL / reject pre-flight — scope 4 < 20 (R2). Ineligible, no tier, no flags (STEP 1: first hit wins, do not continue).",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2264,0,1,0,1,1,5,1,.js,1,1,1,1,3,0,0,0
axios__axios-5085,axios/axios,JavaScript,N,N,high,X-SMALL (STEP 1c),"repo=axios/axios -> N. scope = 1 f2p + 1 p2p = 2 < 20 -> X-SMALL. patch_exts '.js .ts' mixed but irrelevant: mechanism keys on repo, not on file extension.",X-SMALL / reject pre-flight — scope 2 < 20 (R2).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1201,0,1,857,2,4,5,11,.js .ts,2,3,40,1,1,0,0,0
axios__axios-5316,axios/axios,JavaScript,N,N,high,X-SMALL (STEP 1c); would be W-BIGDIFF if eligible,"repo=axios/axios -> N. scope = 1 f2p + 2 p2p = 3 < 20 -> X-SMALL. Big gold diff (8 files/17 hunks/195 add, .cjs/.js/.json, touches_build=1) is irrelevant to eligibility: per known_limits #2 patch size is a harness-fence covariate only (Spearman(core-s, patch_add) = -0.08).","X-SMALL / reject pre-flight — scope 3 < 20 (R2). Notable loss: this is the ONLY JavaScript instance that would fire W-BIGDIFF (patch_files 8, patch_hunks 17, patch_add 195) and the only JS row with touches_build=1 (1 of just 3 in all 300), so the harness-fence big-diff covariate is unobtainable in JavaScript.",B,gold patch touches build files,"low (1/10 vs realized labels, report 17)",,,,1658,0,1,0,8,17,195,24,.cjs .js .json,1,5,109,1,2,0,1,0
axios__axios-5892,axios/axios,JavaScript,N,N,medium,N.L (tier degenerate: sole eligible axios instance; N.F under the eligible-only spread reading of 2c),"repo=axios/axios -> mech N (STEP 0, total function of repo). scope=n_f2p 3 + n_p2p 30 = 33 >= 20, ps_chars=854 >= 150 -> eligible. Only eligible axios row (other five are scope 1-4), so it is simultaneously repo min and max: tier L by all-instance spread (33x), F by eligible-only spread (1x). patch 1 file/1 hunk/1 add -> no W-BIGDIFF; scope == repo eligible median 33 -> no W-LOWLEV; share 6/31=0.19 -> no W-CONFOUND.","medium — eligible; scope 33 is ~1.6x the R2 floor, and the PHP-calibrated zero-intercept slope (0.43 core-s/test on ~5 intercept) predicts only ~19 core-s, right at the layer-3 floor. No axios fence has ever been measured, so the intercept is unknown. Layer-2 repo probe strongly advised before spending the episode.",T,heavy verify set (3+30 tests),"low (1/10 vs realized labels, report 17)",,,,854,0,1,0,1,1,1,1,.js,1,1,1,3,30,0,0,0
axios__axios-6539,axios/axios,JavaScript,N,N,high,X-SMALL (STEP 1c),repo=axios/axios -> N. scope = 1 f2p + 0 p2p = 1 < 20 -> X-SMALL. Longest axios problem statement (3824 chars) attached to the smallest test scope — a clean demonstration that ps_chars carries no fence-magnitude information.,"X-SMALL / reject pre-flight — scope 1 < 20 (R2); n_p2p=0 means the harness selects a single test, the smallest scope in JavaScript.",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3824,0,1,200,1,1,2,2,.js,2,2,47,1,0,0,0,0
babel__babel-13928,babel/babel,JavaScript,N,N,high,"N.L (within-repo scope pct 75); X-DUP (babel already sampled via babel-15445, and babel-14532 is the stronger L partner)","repo=babel/babel -> N. scope = 2 f2p + 247 p2p = 249 >= 20, ps_chars=1029 -> eligible, tier L. No warn flags: patch 1 file/1 hunk/1 add (test_add 182 is test-side, not gold-patch, so W-BIGDIFF does not fire); scope 249 > eligible median 177.5. hints_chars=6666 is the largest in JavaScript — a harness/API-cost covariate, not a CPU one.","low on magnitude (scope 249 in a proven-measurable repo), but X-DUP on design: a third babel episode buys nothing once the S-vs-L pair exists.",T,heavy verify set (2+247 tests),"low (1/10 vs realized labels, report 17)",,,,1029,0,1,6666,1,1,1,1,.js,4,4,182,2,247,0,0,0
babel__babel-14532,babel/babel,JavaScript,N,N,high,N.L (within-repo scope pct 100); X-DUP unless declared the L half of the babel S-vs-L contrast pair,"repo=babel/babel -> N. scope = 1 f2p + 523 p2p = 524 >= 20, ps_chars=2223 -> eligible; top of babel's eligible ranking (56/106/249/524) -> tier L. No warn flags (patch 1 file/2 hunks/2 add; scope >> eligible median 177.5; babel share 5/31=0.16). Note scope is essentially all PASS_TO_PASS against a 2-line gold patch — scope measures the harness's test-selection breadth, not the change.","low — largest scope in all of JavaScript (524) in the one JS repo already proven measurable (babel-15445 accepted). Only real risk is STEP 1g X-DUP bookkeeping, not fence size.",T,heavy verify set (1+523 tests),"low (1/10 vs realized labels, report 17)",,,,2223,0,1,2643,1,2,2,0,.ts,2,2,6,1,523,0,0,0
babel__babel-15445,babel/babel,JavaScript,N,N,high,N.S (within-repo scope pct 25) — ALREADY PROFILED (reference row),"repo=babel/babel -> N. scope = 1 f2p + 55 p2p = 56 >= 20 (matches the spec's stated 'babel 56'), ps_chars=5790 -> eligible; bottom tercile of babel's eligible set -> tier S, W-LOWLEV (56 < median 177.5). Already the S half of the available babel S-vs-L pair.","none (measured and accepted). Cross-check: class N predicted tests(js) 70-99% + a transpile sub-term; measured tests(js) 77% / shell 12% / git 8%, compile 0% -> prediction holds. Its search 72% ACTION share is the ambiguity_rule #5 case: reported as covariate on the harness fence, never as a category.",T,heavy verify set (1+55 tests),"low (1/10 vs realized labels, report 17)",S,S=84% E=5% T=11% B=0%,SWE_clean,5790,0,1,508,1,1,1,1,.ts,1,1,34,1,55,0,0,0
babel__babel-15649,babel/babel,JavaScript,N,N,high,N.M (within-repo scope pct 50); X-DUP (babel already sampled),"repo=babel/babel -> N. scope = 1 f2p + 105 p2p = 106 >= 20, ps_chars=1308 -> eligible; middle tercile of babel's four eligible rows -> tier M. W-LOWLEV fires (106 < babel eligible median 177.5). patch 1 file/2 hunks/18 add -> no W-BIGDIFF.","low on magnitude (scope 106, proven-measurable repo); X-DUP on design.",T,heavy verify set (1+105 tests),"low (1/10 vs realized labels, report 17)",,,,1308,0,1,501,1,2,18,0,.ts,1,1,88,1,105,0,0,0
babel__babel-16130,babel/babel,JavaScript,N,N,high,X-SMALL (STEP 1c),"repo=babel/babel -> N. scope = 1 f2p + 11 p2p = 12 < 20 -> X-SMALL. test_files=8 (the most in JavaScript) does not rescue it: the gate is on selected tests (f2p+p2p), not on how many test files the diff touches.","X-SMALL / reject pre-flight — scope 12 < 20 (R2). Borderline-ish but on the wrong side, and the zero-intercept slope predicts ~10 core-s.",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2824,0,1,504,1,1,1,0,.ts,8,4,32,1,11,0,0,0
mrdoob__three.js-25687,mrdoob/three.js,JavaScript,N,N,high,X-SMALL (STEP 1c),repo=mrdoob/three.js -> N. scope = 1 f2p + 2 p2p = 3 < 20 -> X-SMALL.,X-SMALL / reject pre-flight — scope 3 < 20 (R2).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1334,0,1,0,2,2,3,0,.js,1,2,7,1,2,0,0,0
mrdoob__three.js-26589,mrdoob/three.js,JavaScript,N,N,high,X-SMALL (STEP 1c),"repo=mrdoob/three.js -> N. scope = 3 f2p + 13 p2p = 16 < 20 -> X-SMALL. One of only two JavaScript rows with ps_has_repro=0 (ps_chars 1064), reinforcing that ps_has_repro is near-constant (29/31) and useless as a discriminator.",X-SMALL / reject pre-flight — scope 16 < 20 (R2).,E,large fix (3f/3h/3+),"low (1/10 vs realized labels, report 17)",,,,1064,0,0,0,3,3,3,3,.js,3,6,54,3,13,0,0,0
mrdoob__three.js-27395,mrdoob/three.js,JavaScript,N,N,low,X-SMALL (STEP 1c) by ONE test — scope 19 vs threshold 20,"repo=mrdoob/three.js -> N. scope = 1 f2p + 18 p2p = 19, one short of the mech-N gate -> X-SMALL. Largest scope in three.js (repo scopes 3/16/19), so no three.js instance is eligible. patch 5 files/5 hunks/18 add (.html .js) would have fired W-BIGDIFF had it survived.","X-SMALL / reject pre-flight — scope 19 < 20 (R2), the tightest miss in the whole JavaScript set. This single row decides three.js's entire representation: with it excluded, mrdoob/three.js has ZERO eligible instances and JavaScript drops from 4 usable repos to 3, which is why preact's W-CONFOUND cannot be relieved. Problem statement read (403 chars, W-READ band): 'Class Sphere is missing property isSphere' names concrete symbols Sphere/Box3/isSphere with a code repro -> it is NOT degenerate, so the exclusion rests purely on the guessed 20-test threshold. Flag for a layer-2 repo probe if a three.js episode is ever wanted.",E,large fix (5f/5h/18+),"low (1/10 vs realized labels, report 17)",,,,403,0,1,0,5,5,18,0,.html .js,1,1,10,1,18,0,0,0
preactjs__preact-2757,preactjs/preact,JavaScript,N,N,high,"N.M (within-repo scope pct 50); W-LOWLEV, W-CONFOUND","repo=preactjs/preact -> N. scope = 1 f2p + 62 p2p = 63 >= 20, ps_chars=1056 -> eligible, tier M. W-LOWLEV (63 < eligible median 63.5), W-CONFOUND (preact 17/31). No W-BIGDIFF (1 file/1 hunk/5 add).","medium — eligible, scope 63, but the mirror image of preact-2927: one test below the eligible median 63.5 -> W-LOWLEV. Unmeasured preact intercept.",T,heavy verify set (1+62 tests),"low (1/10 vs realized labels, report 17)",,,,1056,0,1,486,1,1,5,1,.js,1,1,7,1,62,0,0,0
preactjs__preact-2896,preactjs/preact,JavaScript,N,N,high,X-SMALL (STEP 1c),repo=preactjs/preact -> N. scope = 1 f2p + 8 p2p = 9 < 20 -> X-SMALL.,"X-SMALL / reject pre-flight — scope 9 < 20 (R2). Same scope as the rejected laravel-51890 (9, measured 6.4 core-s, split-half IPC unstable 27%), so R2 is behaving consistently across mechanism I and N.",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1757,0,1,0,1,1,5,1,.js,2,3,63,1,8,0,0,0
preactjs__preact-2927,preactjs/preact,JavaScript,N,N,high,"N.M (within-repo scope pct 62); W-READ (resolved: KEEP), W-CONFOUND","repo=preactjs/preact -> N. scope = 1 f2p + 63 p2p = 64 >= 20, ps_chars=491 -> eligible; middle tercile of preact's eight eligible rows -> tier M. Flags: W-READ (491 < 600, confirmed above), W-CONFOUND. Sits 0.5 above the eligible median 63.5 so W-LOWLEV does NOT fire — the M/W-LOWLEV boundary in preact is decided by a single test.","medium — eligible, scope 64; unmeasured preact intercept. W-READ discharged: statement read (491 chars) — names the concrete property contentEditable={undefined} and quotes the exact thrown DOM error, with React-vs-Preact repro sandboxes -> concrete, NOT downgraded to X-DEGEN.",T,heavy verify set (1+63 tests),"low (1/10 vs realized labels, report 17)",,,,491,0,1,0,1,1,1,0,.js,1,1,15,1,63,0,0,0
preactjs__preact-3010,preactjs/preact,JavaScript,N,N,high,"N.L (within-repo scope pct 75); W-READ (resolved: KEEP), W-CONFOUND","repo=preactjs/preact -> N. scope = 1 f2p + 65 p2p = 66 >= 20, ps_chars=424 -> eligible, tier L. Flags: W-READ (150 <= 424 < 600, manually confirmed above), W-CONFOUND (preact 17/31). No W-BIGDIFF (2 files/2 hunks/7 add).","medium — eligible, scope 66; unmeasured preact intercept. W-READ discharged: statement read (424 chars) — 'Add support for bigint', names the concrete API render(<span>{5n}</span>) and the concrete failure 'TypeError: can't assign to property ""__"" on 5n', with expected vs actual. Concrete symbol + failure present -> NOT downgraded to X-DEGEN.",T,heavy verify set (1+65 tests),"low (1/10 vs realized labels, report 17)",,,,424,0,1,0,2,2,7,1,.js .ts,1,1,11,1,65,0,0,0
preactjs__preact-3062,preactjs/preact,JavaScript,N,N,high,N.L (within-repo scope pct 88); W-CONFOUND,"repo=preactjs/preact -> N. scope = 1 f2p + 66 p2p = 67 >= 20, ps_chars=1011 -> eligible, tier L. W-CONFOUND (preact 17/31). No W-LOWLEV (67 > median 63.5), no W-BIGDIFF (1 file/1 hunk/3 add).","medium — eligible, scope 67 well above the floor; unmeasured preact intercept. Best same-repo, same-tier substitute if preact-4152 is unavailable, but a POOR gate-failure fallback: identical repo and near-identical scope means it would fail the layer-3 gate for the same reason.",T,heavy verify set (1+66 tests),"low (1/10 vs realized labels, report 17)",,,,1011,0,1,0,1,1,3,0,.js,1,1,17,1,66,0,0,0
preactjs__preact-3345,preactjs/preact,JavaScript,N,N,high,X-SMALL (STEP 1c),repo=preactjs/preact -> N. scope = 1 f2p + 16 p2p = 17 < 20 -> X-SMALL. ps_chars=2528 and hints_chars=644 are healthy; the test scope is the blocker.,X-SMALL / reject pre-flight — scope 17 < 20 (R2). Closest preact miss.,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2528,0,1,644,1,2,14,6,.js,1,1,70,1,16,0,0,0
preactjs__preact-3454,preactjs/preact,JavaScript,N,N,high,X-SMALL (STEP 1c),repo=preactjs/preact -> N. scope = 1 f2p + 10 p2p = 11 < 20 -> X-SMALL.,X-SMALL / reject pre-flight — scope 11 < 20 (R2).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1498,0,1,0,1,1,1,1,.js,1,1,9,1,10,0,0,0
preactjs__preact-3562,preactjs/preact,JavaScript,N,N,medium,"N.M (within-repo scope pct 38); W-LOWLEV, W-CONFOUND","repo=preactjs/preact -> N. scope = 1 f2p + 31 p2p = 32 >= 20, ps_chars=1926 -> eligible, tier M (rank 3 of 8). W-LOWLEV (32 < median 63.5), W-CONFOUND. No W-BIGDIFF (1 file/1 hunk/9 add).","medium-high — eligible at scope 32, but in the slope-marginal band: the PHP-calibrated zero-intercept slope (0.43 core-s/test + ~5) predicts ~19 core-s, i.e. just under the 20 core-s layer-3 floor. Only preact's unmeasured bundler/browser intercept would carry it over. Do not spend an episode here before a layer-2 probe.",T,heavy verify set (1+31 tests),"low (1/10 vs realized labels, report 17)",,,,1926,0,1,0,1,1,9,0,.js,1,1,23,1,31,0,0,0
preactjs__preact-3567,preactjs/preact,JavaScript,N,N,medium,"N.S (within-repo scope pct 12); W-LOWLEV, W-CONFOUND","repo=preactjs/preact -> N. scope = 1 f2p + 20 p2p = 21 >= 20 -> eligible by one test, ps_chars=1343; bottom of preact's eligible ranking -> tier S, scope pct 12. W-LOWLEV (21 < median 63.5), W-CONFOUND. patch 2 files/6 hunks/30 add stays just under every W-BIGDIFF trigger (needs 3 files / 8 hunks / 80 add).","high — the weakest eligible JavaScript instance: scope 21, one test above the R2 floor, and the PHP-calibrated slope predicts ~14 core-s, clearly below the 20 core-s layer-3 floor. Its 3 test_files / test_add 167 make it look substantial while its selected scope does not. Expect a PARK; use only if the S tier must be filled and accept the risk.",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1343,0,1,0,2,6,30,5,.js .ts,3,4,167,1,20,0,0,0
preactjs__preact-3689,preactjs/preact,JavaScript,N,N,high,X-SMALL (STEP 1c); would additionally be a manual X-DEGEN downgrade under STEP 2a,repo=preactjs/preact -> N. scope = 1 f2p + 3 p2p = 4 < 20 -> X-SMALL (STEP 1c precedes any warn flag). ps_chars=165 is only 15 above the R1 degeneracy cut and is the nearest survivor of that cut in JavaScript; ps_has_repro=0 (one of only two in JS). patch 3 files/6 hunks would have fired W-BIGDIFF had it been eligible.,"X-SMALL / reject pre-flight — scope 4 < 20 (R2) fires first. But this row also exposes how little margin R1 has: ps_chars=165 survives the ps_chars<150 cut, and the statement (read in full) is exactly the 'bare one-line wish' STEP 2a says to hand-downgrade — 'component.componentDidCatch gets errorInfo as 2nd parameter, but useErrorBoundary doesn't. Can we get that there, too?' — no failing test, no error text, no repro (ps_has_repro=0). Comparable to the rejected carbon-2813 (124 chars, 12 identical actions, 6.6 core-s). Record as X-SMALL primary, X-DEGEN by manual override.",E,large fix (3f/6h/8+),"low (1/10 vs realized labels, report 17)",,,,165,0,0,0,3,6,8,7,.js .ts,1,1,19,1,3,0,0,0
preactjs__preact-3739,preactjs/preact,JavaScript,N,N,high,X-SMALL (STEP 1c),"repo=preactjs/preact -> N. scope = 1 f2p + 12 p2p = 13 < 20 -> X-SMALL. Longest problem statement in JavaScript (ps_chars=8774) plus hints 1081, yet the smallest possible gold patch (1 file/1 hunk/1 add) — another ps_chars-vs-fence non-correlation.",X-SMALL / reject pre-flight — scope 13 < 20 (R2).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,8774,0,1,1081,1,1,1,1,.js,2,2,26,1,12,0,0,0
preactjs__preact-3763,preactjs/preact,JavaScript,N,N,high,X-SMALL (STEP 1c),"repo=preactjs/preact -> N. scope = 1 f2p + 1 p2p = 2 < 20 -> X-SMALL. Same scope as the rejected gin-3741 (2, 137 Ginstr, unmeasurable).",X-SMALL / reject pre-flight — scope 2 < 20 (R2); smallest preact scope.,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1517,0,1,0,1,5,17,6,.js,2,5,34,1,1,0,0,0
preactjs__preact-4152,preactjs/preact,JavaScript,N,N,high,N.L (within-repo scope pct 100); W-CONFOUND,"repo=preactjs/preact -> N. scope = 1 f2p + 75 p2p = 76 >= 20, ps_chars=1016 (above the W-READ band) -> eligible; top of preact's eligible ranking (21/26/32/63/64/66/67/76) -> tier L, scope pct 100. W-CONFOUND fires (preact = 17/31 = 0.548 of JavaScript >= 0.50). No W-LOWLEV (76 > eligible median 63.5), no W-BIGDIFF (1 file/1 hunk/1 add).","medium — eligible and the largest preact scope (76), comfortably above the R2 floor; but no preact fence has ever been measured, so preact's karma+webpack+headless-Chrome intercept is a prior, not a number (known_limits #4). W-CONFOUND is a phrasing constraint (report as 'preact (JavaScript)', never 'JavaScript'), not a magnitude risk. Layer-3 post-episode gate is the real check.",T,heavy verify set (1+75 tests),"low (1/10 vs realized labels, report 17)",S,S=87% E=3% T=10% B=0%,probe preactjs-bT,1016,0,1,783,1,1,1,1,.js,1,1,12,1,75,0,0,0
preactjs__preact-4182,preactjs/preact,JavaScript,N,N,high,X-SMALL (STEP 1c),repo=preactjs/preact -> N. scope = 1 f2p + 5 p2p = 6 < 20 -> X-SMALL. This row is the cleanest demonstration in JavaScript of why no UNIFORM scope cutoff exists across mechanisms.,"X-SMALL / reject pre-flight — scope 6 < 20 (R2). Same scope as gson-2061 (6), which was ACCEPTED at 270.8 core-s — the asymmetry is deliberate: mech J is exempt because the JVM+maven intercept dominates, mech N is not because it has no intercept (risk_rule R4).",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2751,0,1,0,1,1,3,0,.js,1,2,79,1,5,0,0,0
